product_id,category,buyers,units,item_net_sales,revenue,cost,gross_profit,gross_margin,category_rank
768,Books,121,143,3731.71,4192.08,3078.79,1113.29,0.2656,173
916,Books,126,145,3655.63,4069.87,2399.75,1670.12,0.4104,174
1397,Books,103,113,3669.82,4052.56,2410.29,1642.27,0.4052,175
350,Books,143,176,3515.91,4017.62,2930.40,1087.22,0.2706,176
1136,Books,116,139,3518.22,3976.41,2385.24,1591.17,0.4002,177
699,Books,126,138,3454.83,3975.74,2432.94,1542.80,0.3881,178
379,Books,126,148,3499.70,3922.27,2097.16,1825.11,0.4653,179
689,Books,124,141,3341.01,3850.87,2733.99,1116.88,0.2900,180
4,Books,97,121,3340.95,3683.77,2311.10,1372.67,0.3726,181
1279,Books,126,146,3267.71,3649.69,1921.36,1728.33,0.4736,182
349,Books,116,139,3156.42,3587.06,1636.03,1951.03,0.5439,183
754,Books,123,145,3113.53,3503.43,1499.30,2004.13,0.5720,184
228,Books,122,149,2901.07,3370.49,2023.42,1347.07,0.3997,185
1445,Books,125,152,2897.40,3350.72,2264.80,1085.92,0.3241,186
574,Books,118,145,2786.84,3163.48,2105.40,1058.08,0.3345,187
731,Books,108,130,2650.75,3037.06,1592.50,1444.56,0.4756,188
560,Books,124,155,2603.78,2974.25,1691.05,1283.20,0.4314,189
124,Books,126,143,2515.73,2963.18,1530.10,1433.08,0.4836,190
143,Books,129,159,2461.54,2900.35,1596.36,1303.99,0.4496,191
1247,Books,124,148,2458.46,2898.69,2082.36,816.33,0.2816,192
850,Books,115,148,2450.76,2852.55,1210.64,1641.91,0.5756,193
736,Books,116,139,2447.25,2836.10,1698.58,1137.52,0.4011,194
999,Books,117,141,1786.94,2254.77,1109.67,1145.10,0.5079,195
1219,Books,103,123,1624.73,1906.49,857.31,1049.18,0.5503,196
146,Electronics,143,176,364060.94,363971.89,196856.00,167115.89,0.4591,1
52,Electronics,118,139,263504.55,263439.75,177685.09,85754.66,0.3255,2
1054,Electronics,132,154,250804.67,250720.87,139973.68,110747.19,0.4417,3
1066,Electronics,147,174,241050.84,240976.43,161144.88,79831.55,0.3313,4
612,Electronics,145,162,227585.77,227523.66,172327.50,55196.16,0.2426,5
85,Electronics,124,145,222174.63,222067.80,115340.25,106727.55,0.4806,6
490,Electronics,124,146,210980.64,210877.02,157390.92,53486.10,0.2536,7
2,Electronics,137,172,209361.77,209257.46,134932.28,74325.18,0.3552,8
704,Electronics,131,150,207346.97,207289.30,168397.50,38891.80,0.1876,9
922,Electronics,149,173,207339.16,207200.79,138784.06,68416.73,0.3302,10
1455,Electronics,144,159,204009.30,203960.50,126897.90,77062.60,0.3778,11
943,Electronics,151,174,201440.65,201377.32,162387.24,38990.08,0.1936,12
456,Electronics,132,156,199977.90,199880.54,125870.16,74010.38,0.3703,13
1461,Electronics,121,140,198862.56,198767.70,104549.20,94218.50,0.4740,14
45,Electronics,137,166,198421.52,198339.51,158596.40,39743.11,0.2004,15
461,Electronics,129,153,196769.07,196673.28,108813.60,87859.68,0.4467,16
575,Electronics,122,153,194567.43,194461.94,130764.51,63697.43,0.3276,17
661,Electronics,127,155,194140.33,194071.40,116927.35,77144.05,0.3975,18
665,Electronics,122,144,192852.26,192769.12,93692.16,99076.96,0.5140,19
1063,Electronics,122,144,192422.90,192354.22,104113.44,88240.78,0.4587,20
346,Electronics,135,152,191097.53,191030.62,123866.32,67164.30,0.3516,21
638,Electronics,125,149,190732.42,190685.56,145507.44,45178.12,0.2369,22
32,Electronics,124,144,183530.23,183454.81,146939.04,36515.77,0.1990,23
1252,Electronics,136,157,175621.02,175470.47,103169.41,72301.06,0.4120,24
1014,Electronics,148,189,171116.58,171020.62,120425.13,50595.49,0.2958,25
407,Electronics,137,164,164050.01,163951.23,77745.84,86205.39,0.5258,26
611,Electronics,127,150,163473.90,163415.09,91848.00,71567.09,0.4379,27
1339,Electronics,129,154,162370.74,162282.10,75912.76,86369.34,0.5322,28
293,Electronics,130,155,156593.94,156518.98,102137.25,54381.73,0.3474,29
361,Electronics,111,136,156311.13,156222.11,118192.16,38029.95,0.2434,30
207,Electronics,115,135,155226.44,155146.68,93927.60,61219.08,0.3946,31
1033,Electronics,123,151,153458.91,153410.79,92069.23,61341.56,0.3999,32
503,Electronics,141,171,152252.56,152158.58,91260.99,60897.59,0.4002,33
327,Electronics,125,149,151965.24,151871.68,98655.88,53215.80,0.3504,34
780,Electronics,115,137,150540.11,150495.47,78037.94,72457.53,0.4815,35
533,Electronics,118,143,149009.12,148938.19,97438.77,51499.42,0.3458,36
254,Electronics,111,128,140663.99,140617.09,77350.40,63266.69,0.4499,37
1347,Electronics,126,151,140649.66,140564.02,94305.54,46258.48,0.3291,38
82,Electronics,130,160,139227.35,139161.32,95824.00,43337.32,0.3114,39
686,Electronics,138,161,137944.01,137836.59,67582.97,70253.62,0.5097,40
602,Electronics,122,146,137142.03,137078.21,98404.00,38674.21,0.2821,41
1258,Electronics,131,158,136908.58,136782.34,64157.48,72624.86,0.5310,42
285,Electronics,133,156,134721.69,134664.91,82634.76,52030.15,0.3864,43
241,Electronics,145,171,130936.03,130831.67,94000.41,36831.26,0.2815,44
609,Electronics,126,151,129697.70,129617.78,99040.90,30576.88,0.2359,45
698,Electronics,127,151,129663.06,129612.84,93177.57,36435.27,0.2811,46
630,Electronics,127,147,127652.45,127564.94,98950.11,28614.83,0.2243,47
1390,Electronics,132,159,126800.41,126693.00,77828.91,48864.09,0.3857,48
113,Electronics,115,150,123719.58,123650.75,85948.50,37702.25,0.3049,49
16,Electronics,131,153,123453.10,123387.77,91449.63,31938.14,0.2588,50
623,Electronics,116,138,119829.34,119783.66,69310.50,50473.16,0.4214,51
41,Electronics,114,132,119418.44,119331.01,67170.84,52160.17,0.4371,52
728,Electronics,120,147,119187.43,119045.31,56534.73,62510.58,0.5251,53
781,Electronics,139,163,118565.71,118487.91,81754.28,36733.63,0.3100,54
1498,Electronics,112,135,118479.25,118406.88,91191.15,27215.73,0.2298,55
365,Electronics,128,148,117849.28,117772.23,56977.04,60795.19,0.5162,56
671,Electronics,142,163,116556.15,116493.50,83915.66,32577.84,0.2797,57
856,Electronics,121,147,116089.48,116005.32,65592.87,50412.45,0.4346,58
836,Electronics,141,168,115899.40,115856.22,79542.96,36313.26,0.3134,59
1061,Electronics,125,144,115145.59,115047.67,93366.72,21680.95,0.1885,60
321,Electronics,126,155,114596.61,114538.27,69089.70,45448.57,0.3968,61
306,Electronics,122,145,114023.78,113969.25,77590.95,36378.30,0.3192,62
1345,Electronics,121,153,113181.11,113103.49,74462.04,38641.45,0.3416,63
235,Electronics,122,138,112935.54,112851.17,73558.14,39293.03,0.3482,64
65,Electronics,141,169,112674.07,112550.16,71966.96,40583.20,0.3606,65
907,Electronics,158,176,111148.81,111008.78,64426.56,46582.22,0.4196,66
848,Electronics,129,161,107607.85,107505.52,71258.60,36246.92,0.3372,67
311,Electronics,120,146,106779.61,106700.81,65984.70,40716.11,0.3816,68
835,Electronics,131,156,106732.44,106655.90,62610.60,44045.30,0.4130,69
707,Electronics,134,155,106498.52,106442.10,69715.90,36726.20,0.3450,70
202,Electronics,118,135,106429.04,106367.63,73711.35,32656.28,0.3070,71
1076,Electronics,110,130,104874.53,104833.64,84671.60,20162.04,0.1923,72
15,Electronics,123,143,104572.78,104492.45,51796.03,52696.42,0.5043,73
944,Electronics,133,157,104540.96,104461.75,64976.02,39485.73,0.3780,74
1141,Electronics,127,154,102909.44,102762.77,48739.46,54023.31,0.5257,75
66,Electronics,143,183,102609.52,102506.74,68498.73,34008.01,0.3318,76
197,Electronics,114,138,101550.49,101486.85,58881.84,42605.01,0.4198,77
986,Electronics,112,134,101055.81,100999.05,77874.10,23124.95,0.2290,78
939,Electronics,115,140,100707.59,100627.14,53596.20,47030.94,0.4674,79
182,Electronics,126,148,100272.31,100191.81,84337.80,15854.01,0.1582,80
1104,Electronics,118,136,99135.81,99104.85,80328.40,18776.45,0.1895,81
1047,Electronics,134,161,98647.70,98554.15,54601.54,43952.61,0.4460,82
804,Electronics,107,121,98524.56,98457.17,58838.67,39618.50,0.4024,83
693,Electronics,122,138,98010.34,97924.09,56453.04,41471.05,0.4235,84
1241,Electronics,117,138,97868.58,97794.50,79864.74,17929.76,0.1833,85
659,Electronics,128,155,96968.24,96834.45,71675.10,25159.35,0.2598,86
1377,Electronics,113,134,95078.59,95033.17,76652.02,18381.15,0.1934,87
21,Electronics,113,124,95013.07,94938.35,74961.72,19976.63,0.2104,88
415,Electronics,130,156,94375.15,94281.80,58749.60,35532.20,0.3769,89
553,Electronics,134,160,94063.40,93988.23,64950.40,29037.83,0.3090,90
1043,Electronics,114,131,93119.02,93039.77,55057.99,37981.78,0.4082,91
489,Electronics,150,183,92503.52,92459.09,54160.68,38298.41,0.4142,92
87,Electronics,144,181,92343.98,92305.33,56477.43,35827.90,0.3881,93
472,Electronics,128,157,92119.41,92044.27,53551.13,38493.14,0.4182,94
633,Electronics,124,148,91904.78,91843.76,47814.36,44029.40,0.4794,95
668,Electronics,136,159,91660.57,91579.20,52458.87,39120.33,0.4272,96
516,Electronics,132,156,89540.98,89440.72,55127.28,34313.44,0.3836,97
526,Electronics,144,177,89388.88,89344.09,42715.41,46628.68,0.5219,98
1357,Electronics,132,163,89400.69,89299.52,67710.20,21589.32,0.2418,99
242,Electronics,114,127,88634.69,88520.56,42359.58,46160.98,0.5215,100
909,Electronics,137,160,88345.65,88284.30,48660.80,39623.50,0.4488,101
1485,Electronics,113,131,88310.75,88280.10,52592.57,35687.53,0.4043,102
1035,Electronics,136,158,88336.15,88225.66,51252.04,36973.62,0.4191,103
474,Electronics,119,134,87918.65,87847.87,52771.88,35075.99,0.3993,104
1107,Electronics,147,166,86557.43,86438.26,46813.66,39624.60,0.4584,105
366,Electronics,133,149,86099.43,86018.22,60534.23,25483.99,0.2963,106
313,Electronics,128,149,84948.96,84860.65,43934.14,40926.51,0.4823,107
1483,Electronics,127,154,84168.85,84124.36,54326.58,29797.78,0.3542,108
376,Electronics,121,152,83358.58,83318.35,61240.80,22077.55,0.2650,109
168,Electronics,119,133,81743.67,81692.85,64884.05,16808.80,0.2058,110
520,Electronics,111,134,80923.77,80885.91,58958.66,21927.25,0.2711,111
80,Electronics,130,153,79770.41,79663.84,52633.53,27030.31,0.3393,112
84,Electronics,123,154,79689.94,79661.27,49478.66,30182.61,0.3789,113
649,Electronics,114,136,78654.74,78610.93,44016.40,34594.53,0.4401,114
454,Electronics,121,141,78556.34,78475.69,53503.86,24971.83,0.3182,115
927,Electronics,111,123,77040.27,77000.05,62162.97,14837.08,0.1927,116
1234,Electronics,123,141,74718.04,74611.72,61034.67,13577.05,0.1820,117
1002,Electronics,136,162,74417.76,74339.45,38057.04,36282.41,0.4881,118
549,Electronics,131,157,74179.09,74122.17,42859.43,31262.74,0.4218,119
883,Electronics,127,153,73904.64,73830.20,43716.69,30113.51,0.4079,120
47,Electronics,131,152,73553.88,73503.84,50746.72,22757.12,0.3096,121
1399,Electronics,126,152,72982.78,72911.54,46840.32,26071.22,0.3576,122
784,Electronics,118,147,72143.63,72073.03,44192.61,27880.42,0.3868,123
1073,Electronics,141,167,71664.30,71574.09,38456.76,33117.33,0.4627,124
195,Electronics,122,143,71028.33,70965.35,43426.24,27539.11,0.3881,125
1082,Electronics,102,116,69739.04,69664.00,53332.16,16331.84,0.2344,126
578,Electronics,126,145,69664.52,69613.53,54734.60,14878.93,0.2137,127
746,Electronics,134,164,69579.93,69500.86,49236.08,20264.78,0.2916,128
572,Electronics,122,146,69530.21,69468.74,54647.80,14820.94,0.2133,129
1166,Electronics,126,154,69453.64,69391.85,54816.30,14575.55,0.2100,130
1192,Electronics,122,147,68980.83,68878.23,36814.68,32063.55,0.4655,131
1139,Electronics,134,167,68475.47,68383.05,49131.40,19251.65,0.2815,132
809,Electronics,121,137,68015.01,67951.57,35419.98,32531.59,0.4787,133
81,Electronics,109,133,67704.38,67664.92,43127.91,24537.01,0.3626,134
1205,Electronics,128,147,66747.14,66684.03,41690.67,24993.36,0.3748,135
1128,Electronics,100,123,66643.48,66546.09,41411.64,25134.45,0.3777,136
1078,Electronics,145,164,66178.50,66101.88,37011.52,29090.36,0.4401,137
948,Electronics,115,133,66106.34,66057.42,50756.79,15300.63,0.2316,138
1041,Electronics,112,129,65532.26,65463.84,39080.55,26383.29,0.4030,139
372,Electronics,129,151,65384.37,65305.99,43829.26,21476.73,0.3289,140
106,Electronics,117,146,64714.55,64662.14,43087.52,21574.62,0.3337,141
374,Electronics,111,133,64206.75,64154.52,33718.16,30436.36,0.4744,142
1289,Electronics,128,149,64032.36,64004.45,47016.95,16987.50,0.2654,143
1387,Electronics,122,151,63907.88,63863.25,44629.56,19233.69,0.3012,144
1260,Electronics,118,143,63005.30,62941.39,49094.76,13846.63,0.2200,145
568,Electronics,115,142,62199.49,62157.97,43172.26,18985.71,0.3054,146
451,Electronics,120,141,62017.21,61955.39,39848.01,22107.38,0.3568,147
1467,Electronics,114,134,61300.43,61222.68,32942.56,28280.12,0.4619,148
1264,Electronics,105,133,61194.18,61109.50,49267.19,11842.31,0.1938,149
729,Electronics,126,156,60835.84,60797.88,40104.48,20693.40,0.3404,150
150,Electronics,126,152,59971.14,59891.57,33250.00,26641.57,0.4448,151
1016,Electronics,100,123,59930.20,59845.53,37982.40,21863.13,0.3653,152
637,Electronics,114,139,57770.80,57695.74,37391.00,20304.74,0.3519,153
272,Electronics,113,133,57663.08,57585.07,46257.40,11327.67,0.1967,154
178,Electronics,115,137,57569.98,57487.35,29498.84,27988.51,0.4869,155
955,Electronics,99,115,56720.93,56655.37,35834.00,20821.37,0.3675,156
646,Electronics,125,149,56097.89,55979.51,44220.22,11759.29,0.2101,157
678,Electronics,108,129,55877.32,55793.01,29670.00,26123.01,0.4682,158
1417,Electronics,111,135,55818.17,55765.64,41231.70,14533.94,0.2606,159
156,Electronics,117,134,55831.87,55755.11,40595.30,15159.81,0.2719,160
1465,Electronics,126,157,55489.81,55442.23,25763.70,29678.53,0.5353,161
565,Electronics,124,146,54792.55,54728.48,41947.26,12781.22,0.2335,162
153,Electronics,132,159,53992.24,53911.03,43437.21,10473.82,0.1943,163
591,Electronics,119,138,53898.61,53841.03,31395.00,22446.03,0.4169,164
248,Electronics,124,146,53935.49,53837.32,45474.62,8362.70,0.1553,165
1451,Electronics,137,168,53647.02,53572.19,25028.64,28543.55,0.5328,166
291,Electronics,112,138,53422.28,53350.38,37636.74,15713.64,0.2945,167
1148,Electronics,122,139,52620.15,52580.84,40132.08,12448.76,0.2368,168
974,Electronics,128,161,52337.27,52270.82,35255.78,17015.04,0.3255,169
818,Electronics,117,139,52283.67,52233.37,36448.58,15784.79,0.3022,170
981,Electronics,123,150,51985.13,51930.29,38374.50,13555.79,0.2610,171
1329,Electronics,108,121,51990.96,51881.77,27664.23,24217.54,0.4668,172
329,Electronics,131,167,51843.90,51802.22,41325.82,10476.40,0.2022,173
1290,Electronics,109,126,51750.66,51698.32,30364.74,21333.58,0.4127,174
102,Electronics,115,126,51248.41,51190.47,28518.84,22671.63,0.4429,175
894,Electronics,122,149,50787.06,50703.23,37285.76,13417.47,0.2646,176
627,Electronics,138,163,50749.53,50688.25,23731.17,26957.08,0.5318,177
279,Electronics,117,136,50287.32,50232.32,35997.84,14234.48,0.2834,178
128,Electronics,122,147,50001.95,49944.12,25583.88,24360.24,0.4878,179
401,Electronics,132,152,49894.25,49859.93,28916.48,20943.45,0.4200,180
436,Electronics,123,137,49530.56,49436.31,34554.14,14882.17,0.3010,181
147,Electronics,134,162,49185.22,49102.32,34870.50,14231.82,0.2898,182
1151,Electronics,119,147,48075.68,48024.61,36935.22,11089.39,0.2309,183
1389,Electronics,110,126,47760.86,47720.76,23963.94,23756.82,0.4978,184
517,Electronics,132,157,47224.19,47124.14,28303.96,18820.18,0.3994,185
636,Electronics,136,169,47106.17,47004.04,31077.41,15926.63,0.3388,186
1179,Electronics,139,163,46874.28,46804.99,23872.98,22932.01,0.4899,187
976,Electronics,115,139,46603.08,46543.71,25792.84,20750.87,0.4458,188
58,Electronics,115,131,46294.44,46254.60,22256.90,23997.70,0.5188,189
491,Electronics,128,159,46261.57,46196.86,31677.57,14519.29,0.3143,190
115,Electronics,120,144,45059.70,45027.63,27256.32,17771.31,0.3947,191
764,Electronics,121,151,45031.62,44969.43,28511.82,16457.61,0.3660,192
29,Electronics,122,149,44414.74,44356.49,30765.52,13590.97,0.3064,193
1153,Electronics,108,126,44057.12,44002.23,26128.62,17873.61,0.4062,194
696,Electronics,130,149,44030.38,43980.46,32821.72,11158.74,0.2537,195
960,Electronics,126,153,43925.71,43867.35,29218.41,14648.94,0.3339,196
893,Electronics,109,132,43660.86,43595.40,36236.64,7358.76,0.1688,197
930,Electronics,129,160,42773.01,42716.31,20395.20,22321.11,0.5225,198
238,Electronics,127,153,42516.23,42420.90,22803.12,19617.78,0.4625,199
904,Electronics,119,141,42450.25,42385.07,33787.83,8597.24,0.2028,200
979,Electronics,124,154,41241.03,41198.60,34600.72,6597.88,0.1601,201
295,Electronics,127,145,40658.33,40600.59,24694.95,15905.64,0.3918,202
240,Electronics,128,155,40591.79,40539.91,31902.10,8637.81,0.2131,203
1326,Electronics,111,131,39933.89,39888.68,23800.08,16088.60,0.4033,204
884,Electronics,132,161,39873.71,39771.22,33798.73,5972.49,0.1502,205
713,Electronics,110,140,39477.93,39408.74,29377.60,10031.14,0.2545,206
1332,Electronics,131,156,38331.89,38270.38,23293.92,14976.46,0.3913,207
378,Electronics,148,168,38275.28,38215.49,21561.12,16654.37,0.4358,208
1075,Electronics,121,142,38105.01,38022.12,27026.86,10995.26,0.2892,209
389,Electronics,116,130,37674.55,37628.66,20524.40,17104.26,0.4546,210
1406,Electronics,112,132,37259.04,37201.84,18643.68,18558.16,0.4989,211
1427,Electronics,133,157,37260.02,37179.72,31381.16,5798.56,0.1560,212
256,Electronics,117,133,37140.75,37094.68,28481.95,8612.73,0.2322,213
98,Electronics,127,154,36865.34,36817.77,22876.70,13941.07,0.3787,214
912,Electronics,116,144,36199.47,36147.88,30382.56,5765.32,0.1595,215
332,Electronics,106,121,36120.19,36059.32,20041.23,16018.09,0.4442,216
903,Electronics,152,189,34062.13,34448.31,19673.01,14775.30,0.4289,217
1259,Electronics,131,155,34184.22,34152.04,24668.25,9483.79,0.2777,218
430,Electronics,123,140,32969.62,32935.29,27154.40,5780.89,0.1755,219
972,Electronics,117,139,33004.47,32931.48,21816.05,11115.43,0.3375,220
1031,Electronics,98,114,31879.41,31832.46,19775.58,12056.88,0.3788,221
1065,Electronics,133,151,31606.61,31589.85,15608.87,15980.98,0.5059,222
892,Electronics,139,160,31383.76,31384.97,15817.60,15567.37,0.4960,223
496,Electronics,112,126,31186.19,31149.36,14621.04,16528.32,0.5306,224
1225,Electronics,126,153,30904.48,30924.60,21540.87,9383.73,0.3034,225
538,Electronics,112,131,30696.59,30635.06,23344.20,7290.86,0.2380,226
1209,Electronics,133,159,29992.88,30319.06,16574.16,13744.90,0.4533,227
710,Electronics,117,143,29895.96,29908.07,20576.27,9331.80,0.3120,228
1368,Electronics,117,139,29553.25,29537.91,17398.63,12139.28,0.4110,229
64,Electronics,123,149,27620.61,27948.68,14046.23,13902.45,0.4974,230
524,Electronics,146,164,27107.15,27437.88,13493.92,13943.96,0.5082,231
1386,Electronics,126,140,25531.49,25954.55,18457.60,7496.95,0.2888,232
27,Electronics,120,142,25398.85,25628.31,16046.00,9582.31,0.3739,233
550,Electronics,103,121,24735.38,24761.51,19295.87,5465.64,0.2207,234
967,Electronics,116,135,23651.49,24021.20,13177.35,10843.85,0.4514,235
328,Electronics,121,145,22981.59,23274.81,12994.90,10279.91,0.4417,236
855,Electronics,128,147,11599.64,12146.62,5414.01,6732.61,0.5543,237
1019,Fashion,105,130,80653.59,80570.02,54399.80,26170.22,0.3248,1
1256,Fashion,126,152,56800.85,56708.56,28449.84,28258.72,0.4983,2
483,Fashion,124,149,55741.21,55683.00,43528.86,12154.14,0.2183,3
213,Fashion,119,141,48499.79,48457.87,35443.17,13014.70,0.2686,4
277,Fashion,128,155,47226.86,47176.85,26050.85,21126.00,0.4478,5
940,Fashion,128,150,46998.11,46941.66,23137.50,23804.16,0.5071,6
616,Fashion,135,154,45449.64,45411.37,36984.64,8426.73,0.1856,7
1042,Fashion,113,139,45070.53,45015.04,30482.70,14532.34,0.3228,8
621,Fashion,141,168,42015.16,41935.83,28008.96,13926.87,0.3321,9
89,Fashion,135,154,40942.03,40870.75,24239.60,16631.15,0.4069,10
1267,Fashion,124,140,40253.64,40178.90,33042.80,7136.10,0.1776,11
225,Fashion,146,183,39771.73,39723.40,21987.45,17735.95,0.4465,12
597,Fashion,116,136,37968.40,37866.62,26037.20,11829.42,0.3124,13
331,Fashion,111,133,37239.59,37188.92,18480.35,18708.57,0.5031,14
420,Fashion,116,132,36876.42,36800.54,25186.92,11613.62,0.3156,15
1101,Fashion,112,138,36682.33,36604.49,18031.08,18573.41,0.5074,16
231,Fashion,137,159,36168.34,36127.33,25239.66,10887.67,0.3014,17
305,Fashion,132,161,36082.83,36055.30,18658.29,17397.01,0.4825,18
141,Fashion,138,155,36083.31,36022.36,22419.20,13603.16,0.3776,19
120,Fashion,120,153,36092.38,36018.89,30093.57,5925.32,0.1645,20
1051,Fashion,114,140,35799.72,35755.34,26166.00,9589.34,0.2682,21
794,Fashion,111,134,35657.99,35585.54,18971.72,16613.82,0.4669,22
464,Fashion,124,132,35111.90,35038.87,21484.32,13554.55,0.3868,23
919,Fashion,131,151,34663.10,34640.76,23343.09,11297.67,0.3261,24
290,Fashion,131,147,34188.32,34144.71,23762.55,10382.16,0.3041,25
149,Fashion,122,145,33192.66,33163.42,24708.00,8455.42,0.2550,26
692,Fashion,137,151,32967.41,32994.41,26811.56,6182.85,0.1874,27
390,Fashion,145,169,32565.01,32677.37,16861.13,15816.24,0.4840,28
1298,Fashion,125,159,32625.98,32621.75,22366.53,10255.22,0.3144,29
1351,Fashion,149,187,32036.61,32391.82,24738.23,7653.59,0.2363,30
521,Fashion,132,154,31967.83,31948.21,16712.08,15236.13,0.4769,31
1118,Fashion,131,161,30894.22,31164.90,19646.83,11518.07,0.3696,32
645,Fashion,140,162,30688.59,31064.30,25059.78,6004.52,0.1933,33
829,Fashion,132,163,30008.01,30399.18,20764.57,9634.61,0.3169,34
1304,Fashion,118,138,29973.46,30002.57,15262.80,14739.77,0.4913,35
1404,Fashion,147,169,29463.49,29898.81,15732.21,14166.60,0.4738,36
1003,Fashion,151,173,29220.53,29680.79,21733.99,7946.80,0.2677,37
1085,Fashion,147,168,29048.32,29465.09,24244.08,5221.01,0.1772,38
37,Fashion,126,158,29120.05,29423.97,17768.68,11655.29,0.3961,39
595,Fashion,140,162,28468.35,28904.97,13731.12,15173.85,0.5250,40
1068,Fashion,139,184,27894.43,28243.13,14188.24,14054.89,0.4976,41
1265,Fashion,133,158,27623.10,28044.75,19290.22,8754.53,0.3122,42
186,Fashion,102,121,28068.39,28003.28,19435.02,8568.26,0.3060,43
969,Fashion,126,156,27607.04,27868.74,15256.80,12611.94,0.4525,44
12,Fashion,138,168,27377.18,27773.63,17483.76,10289.87,0.3705,45
924,Fashion,116,131,27591.81,27581.46,17009.04,10572.42,0.3833,46
1155,Fashion,108,132,27571.23,27558.23,13801.92,13756.31,0.4992,47
344,Fashion,122,140,27287.88,27372.39,20211.80,7160.59,0.2616,48
17,Fashion,146,162,26942.37,27305.93,16920.90,10385.03,0.3803,49
1226,Fashion,133,169,26771.31,27069.06,13663.65,13405.41,0.4952,50
1475,Fashion,129,172,26153.34,26498.80,18846.04,7652.76,0.2888,51
1442,Fashion,131,158,25574.18,25924.54,19934.86,5989.68,0.2310,52
504,Fashion,124,145,25594.37,25877.41,13445.85,12431.56,0.4804,53
44,Fashion,140,166,25301.92,25648.83,12929.74,12719.09,0.4959,54
1091,Fashion,115,135,25284.51,25583.31,18810.90,6772.41,0.2647,55
148,Fashion,111,122,25348.82,25370.03,16333.36,9036.67,0.3562,56
814,Fashion,126,147,24711.32,25076.34,14044.38,11031.96,0.4399,57
155,Fashion,132,157,24425.01,24789.59,19138.30,5651.29,0.2280,58
1193,Fashion,127,153,24269.66,24499.69,11843.73,12655.96,0.5166,59
1274,Fashion,138,164,24019.42,24432.49,18800.96,5631.53,0.2305,60
873,Fashion,122,143,23750.70,23971.18,12592.58,11378.60,0.4747,61
775,Fashion,123,151,22726.13,23050.59,14408.42,8642.17,0.3749,62
1473,Fashion,124,147,22729.98,22944.81,18357.36,4587.45,0.1999,63
160,Fashion,119,149,22498.01,22920.78,13277.39,9643.39,0.4207,64
396,Fashion,133,158,22153.70,22570.65,11565.60,11005.05,0.4876,65
830,Fashion,131,159,21650.02,21961.88,14030.16,7931.72,0.3612,66
769,Fashion,115,134,21675.95,21914.22,11640.58,10273.64,0.4688,67
573,Fashion,131,158,21423.49,21782.70,11369.68,10413.02,0.4780,68
303,Fashion,127,143,21427.72,21733.48,16486.47,5247.01,0.2414,69
813,Fashion,129,155,21264.56,21682.55,17019.00,4663.55,0.2151,70
1086,Fashion,122,143,21203.98,21520.67,13220.35,8300.32,0.3857,71
57,Fashion,128,153,21125.99,21500.49,9975.60,11524.89,0.5360,72
118,Fashion,126,148,20772.73,21106.39,11141.44,9964.95,0.4721,73
388,Fashion,137,163,20613.34,20987.33,10823.20,10164.13,0.4843,74
179,Fashion,140,168,20489.41,20950.26,16769.76,4180.50,0.1995,75
839,Fashion,133,148,20350.35,20833.12,9847.92,10985.20,0.5273,76
1162,Fashion,119,144,20449.98,20803.59,15920.64,4882.95,0.2347,77
776,Fashion,142,178,20283.77,20798.19,12750.14,8048.05,0.3870,78
964,Fashion,150,174,20176.54,20686.04,10974.18,9711.86,0.4695,79
1122,Fashion,134,161,19888.69,20334.09,10236.38,10097.71,0.4966,80
90,Fashion,146,168,19560.23,20120.01,11904.48,8215.53,0.4083,81
1327,Fashion,131,158,19648.34,20060.43,15188.54,4871.89,0.2429,82
997,Fashion,136,166,19667.81,20030.05,9762.46,10267.59,0.5126,83
563,Fashion,126,147,19281.16,19730.32,9610.86,10119.46,0.5129,84
1318,Fashion,135,160,18947.97,19484.44,10764.80,8719.64,0.4475,85
1448,Fashion,118,132,19092.95,19413.74,10446.48,8967.26,0.4619,86
703,Fashion,106,129,19085.61,19392.82,9509.88,9882.94,0.5096,87
193,Fashion,126,151,18939.57,19388.98,12866.71,6522.27,0.3364,88
880,Fashion,143,174,18866.56,19308.73,9155.88,10152.85,0.5258,89
697,Fashion,120,147,18900.35,19231.75,15038.10,4193.65,0.2181,90
1277,Fashion,129,151,18762.27,19156.21,10245.35,8910.86,0.4652,91
1343,Fashion,120,141,18797.07,19129.45,11577.51,7551.94,0.3948,92
416,Fashion,144,164,18555.01,19120.99,15142.12,3978.87,0.2081,93
341,Fashion,112,145,18489.75,18823.72,13537.20,5286.52,0.2808,94
876,Fashion,131,150,18253.43,18667.56,11338.50,7329.06,0.3926,95
711,Fashion,124,150,18212.29,18592.55,8638.50,9954.05,0.5354,96
917,Fashion,124,145,18182.76,18564.96,12313.40,6251.56,0.3367,97
35,Fashion,134,160,18041.41,18502.75,10435.20,8067.55,0.4360,98
1428,Fashion,112,137,18091.88,18408.07,13069.80,5338.27,0.2900,99
851,Fashion,128,149,17973.40,18371.00,12688.84,5682.16,0.3093,100
854,Fashion,150,176,17890.02,18343.96,9915.84,8428.12,0.4594,101
796,Fashion,123,148,17857.93,18297.10,8695.00,9602.10,0.5248,102
1052,Fashion,117,139,17795.82,18150.03,9661.89,8488.14,0.4677,103
1381,Fashion,143,174,17448.28,17850.27,9797.94,8052.33,0.4511,104
